key,name,description,cover_image_url,external_url,retire_count
Trenton,Trenton Redlining Documents,Trenton Redlining Documents from ,http://35.237.227.222:3000/dcic_docs/Trenton_Box15/Trenton_AD_030.jpg,http://35.237.227.222:3000,2
