order,set_key,file_path,thumbnail,width,height
1,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_002.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_002.jpg,900,1498
2,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_003.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_003.jpg,900,1498
3,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_004.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_004.jpg,900,1498
4,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_005.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_005.jpg,900,1498
5,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_006.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_006.jpg,900,1498
6,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_007.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_007.jpg,900,1498
7,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_008.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_008.jpg,900,1498
8,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_009.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_009.jpg,900,1498
9,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_010.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_010.jpg,900,1498
10,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_011.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_011.jpg,900,1498
11,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_012.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_012.jpg,900,1498
12,Bridgeport,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/Bridgeport_AD_013.jpg,http://128.8.164.178:3000/dcic_docs/Bridgeport_Box64/thumb/Bridgeport_AD_013.jpg,900,1498
