order,file_path,thumbnail,width,height
53,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_053.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_053.jpg,900,1502
54,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_054.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_054.jpg,900,1502
55,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_055.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_055.jpg,900,1502
56,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_056.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_056.jpg,900,1502
57,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_057.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_057.jpg,900,1502
58,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_058.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_058.jpg,900,1502
59,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_059.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_059.jpg,900,1502
60,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_060.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_060.jpg,900,1502
61,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_061.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_061.jpg,900,1502
62,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_062.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_062.jpg,900,1502
63,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_063.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_063.jpg,900,1502
64,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_064.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_064.jpg,900,1502
65,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_065.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_065.jpg,900,1502
66,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_066.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_066.jpg,900,1502
67,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_067.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_067.jpg,900,1502
68,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_068.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_068.jpg,900,1502
69,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_069.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_069.jpg,900,1502
70,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_070.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_070.jpg,900,1502
71,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_071.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_071.jpg,900,1502
72,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_072.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_072.jpg,900,1502
73,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_073.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_073.jpg,900,1502
74,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_074.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_074.jpg,900,1502
75,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_075.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_075.jpg,900,1502
76,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_076.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_076.jpg,900,1502
77,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_077.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_077.jpg,900,1502
78,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_078.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_078.jpg,900,1502
79,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_079.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_079.jpg,900,1502
80,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_080.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_080.jpg,900,1502
81,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_081.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_081.jpg,900,1502
82,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_082.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_082.jpg,900,1502
83,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_083.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_083.jpg,900,1502
84,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_084.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_084.jpg,900,1502
85,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_085.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_085.jpg,900,1502
86,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_086.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_086.jpg,900,1502
87,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_087.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_087.jpg,900,1502
88,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_088.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_088.jpg,900,1502
89,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_089.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_089.jpg,900,1502
90,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_090.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_090.jpg,900,1502
91,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/Lower_Westchester_AD_091.jpg,http://128.8.164.178:3000/dcic_docs/Lower_Westchester_County_1937_Box57/thumb/Lower_Westchester_AD_091.jpg,900,1502
