key,name,description,cover_image_url,external_url,retire_count
St_Petersburg,St_Petersburg Redlining Documents,St_Petersburg Redlining Documents from ,http://ec2-52-90-171-43.compute-1.amazonaws.com:3000/dcic_docs/St_Petersburg_Box82/St_Petersburg_AD_049.jpg,http://ec2-52-90-171-43.compute-1.amazonaws.com:3000,2
